filename,label
BlueOysterCult_DontFearTheReaper_STEM_02.wav,bass
BlueOysterCult_DontFearTheReaper_STEM_03.wav,guitar
BobSeger_OldTimeRockAndRoll_STEM_01.wav,otros
BobSeger_OldTimeRockAndRoll_STEM_02.wav,guitar
BobSeger_OldTimeRockAndRoll_STEM_03.wav,bass
BobSeger_OldTimeRockAndRoll_STEM_05.wav,piano
Boston_MoreThanAFeeling_STEM_01.wav,otros
Boston_MoreThanAFeeling_STEM_02.wav,guitar
Boston_MoreThanAFeeling_STEM_03.wav,bass
Boston_MoreThanAFeeling_STEM_04.wav,otros
BradPaisley_MudOnTheTires_STEM_01.wav,otros
BradPaisley_MudOnTheTires_STEM_02.wav,guitar
BradPaisley_MudOnTheTires_STEM_03.wav,bass
BradPaisley_MudOnTheTires_STEM_04.wav,otros
BrandonWebster_DontHearAThing_STEM_01.wav,otros
BrandonWebster_DontHearAThing_STEM_03.wav,piano
BrandonWebster_YesSirICanFly_STEM_01.wav,piano
BrooksDunn_HillbillyDeluxe_STEM_01.wav,otros
BrooksDunn_HillbillyDeluxe_STEM_02.wav,guitar
BrooksDunn_HillbillyDeluxe_STEM_03.wav,bass
BrooksDunn_HillbillyDeluxe_STEM_05.wav,otros
BrunoMars_Grenade_STEM_01.wav,otros
BrunoMars_Grenade_STEM_02.wav,bass
BrunoMars_Grenade_STEM_03.wav,otros
BrunoMars_Grenade_STEM_04.wav,otros
BrunoMars_Grenade_STEM_05.wav,piano
BrunoMars_Grenade_STEM_06.wav,guitar
BrunoMars_JustTheWayYouAre_STEM_01.wav,otros
BrunoMars_JustTheWayYouAre_STEM_02.wav,piano
BrunoMars_JustTheWayYouAre_STEM_03.wav,bass
BrunoMars_JustTheWayYouAre_STEM_05.wav,otros
BrunoMars_JustTheWayYouAre_STEM_06.wav,otros
BrunoMars_MarryYou_STEM_01.wav,otros
BrunoMars_MarryYou_STEM_02.wav,guitar
BrunoMars_MarryYou_STEM_03.wav,bass
BrunoMars_MarryYou_STEM_04.wav,otros
BrunoMars_MarryYou_STEM_05.wav,otros
BryanAdams_SummerOf69_STEM_01.wav,otros
BryanAdams_SummerOf69_STEM_02.wav,guitar
BryanAdams_SummerOf69_STEM_03.wav,bass
BryanAdams_SummerOf69_STEM_04.wav,otros
Bush_Machinehead_STEM_01.wav,otros
Bush_Machinehead_STEM_02.wav,guitar
Bush_Machinehead_STEM_03.wav,bass
Bush_Machinehead_STEM_04.wav,otros
CarlDouglas_KungFuFighting_STEM_01.wav,otros
CarlDouglas_KungFuFighting_STEM_02.wav,otros
CarlDouglas_KungFuFighting_STEM_03.wav,bass
CarlDouglas_KungFuFighting_STEM_05.wav,otros
CarrieUnderwood_HomeSweetHome_STEM_01.wav,otros
CarrieUnderwood_HomeSweetHome_STEM_02.wav,guitar
CarrieUnderwood_HomeSweetHome_STEM_03.wav,bass
CarrieUnderwood_HomeSweetHome_STEM_04.wav,piano
CarrieUnderwood_HomeSweetHome_STEM_05.wav,guitar
CarrieUnderwood_HomeSweetHome_STEM_07.wav,otros
CassandraJenkins_PerfectDay_STEM_01.wav,otros
CassandraJenkins_PerfectDay_STEM_02.wav,bass
CassandraJenkins_PerfectDay_STEM_03.wav,piano
CassandraJenkins_PerfectDay_STEM_04.wav,otros
CassandraJenkins_PerfectDay_STEM_05.wav,otros
CassandraJenkins_PerfectDay_STEM_06.wav,guitar
CassandraJenkins_PerfectDay_STEM_08.wav,guitar
CassandraJenkins_PerfectDay_STEM_09.wav,otros
CatMartino_IPromise_STEM_01.wav,otros
CatMartino_IPromise_STEM_02.wav,otros
CatMartino_IPromise_STEM_03.wav,otros
CatMartino_IPromise_STEM_04.wav,otros
CatMartino_IPromise_STEM_05.wav,otros
CatMartino_IPromise_STEM_07.wav,otros
CatMartino_IPromise_STEM_09.wav,otros
CatMartino_IPromise_STEM_10.wav,otros
Cayetana_MissThing_STEM_01.wav,otros
Cayetana_MissThing_STEM_02.wav,guitar
Cayetana_MissThing_STEM_03.wav,guitar
Cayetana_MissThing_STEM_04.wav,bass
Cayetana_MissThing_STEM_06.wav,guitar
CeeloGreen_ForgetYou_STEM_01.wav,otros
CeeloGreen_ForgetYou_STEM_02.wav,guitar
CeeloGreen_ForgetYou_STEM_03.wav,bass
CeeloGreen_ForgetYou_STEM_04.wav,piano
CeeloGreen_ForgetYou_STEM_05.wav,otros
CeeloGreen_ForgetYou_STEM_07.wav,otros
CelestialShore_DieForUs_STEM_03.wav,bass
CelestialShore_DieForUs_STEM_04.wav,otros
CelestialShore_DieForUs_STEM_05.wav,guitar
CelestialShore_DieForUs_STEM_06.wav,otros
CelestialShore_DieForUs_STEM_07.wav,piano
CelestialShore_DieForUs_STEM_08.wav,guitar
CelestialShore_DieForUs_STEM_09.wav,otros
CheapTrick_IWantYouToWantMe_STEM_01.wav,otros
CheapTrick_IWantYouToWantMe_STEM_02.wav,guitar
CheapTrick_IWantYouToWantMe_STEM_03.wav,bass
CheapTrick_IWantYouToWantMe_STEM_05.wav,guitar
CherryPoppinDaddies_ZootSuitRiot_STEM_01.wav,otros
CherryPoppinDaddies_ZootSuitRiot_STEM_02.wav,otros
CherryPoppinDaddies_ZootSuitRiot_STEM_03.wav,bass
CherryPoppinDaddies_ZootSuitRiot_STEM_04.wav,guitar
CherryPoppinDaddies_ZootSuitRiot_STEM_05.wav,otros
CherryPoppinDaddies_ZootSuitRiot_STEM_07.wav,piano
ChrisBrown_Yeah_STEM_01.wav,otros
ChrisBrown_Yeah_STEM_03.wav,bass
ChrisBrown_Yeah_STEM_04.wav,otros
ChrisJacoby_BoothShotLincoln_STEM_01.wav,otros
ChrisJacoby_BoothShotLincoln_STEM_02.wav,otros
ChrisJacoby_BoothShotLincoln_STEM_03.wav,guitar
ChrisJacoby_BoothShotLincoln_STEM_04.wav,otros
ChrisJacoby_PigsFoot_STEM_01.wav,otros
ChrisJacoby_PigsFoot_STEM_02.wav,otros
ChrisJacoby_PigsFoot_STEM_03.wav,bass
ChrisJacoby_PigsFoot_STEM_04.wav,otros
ChristinaAguilera_GenieInABottle_STEM_01.wav,otros
ChristinaAguilera_GenieInABottle_STEM_02.wav,guitar
ChristinaAguilera_GenieInABottle_STEM_03.wav,bass
ChristinaAguilera_GenieInABottle_STEM_04.wav,otros
ChristinaAguilera_GenieInABottle_STEM_05.wav,otros
ChristinaAguilera_GenieInABottle_STEM_06.wav,piano
ChristinaAguilera_GenieInABottle_STEM_07.wav,otros
ChristinaAguilera_GenieInABottle_STEM_09.wav,otros
Chromeo_Tenderoni_STEM_01.wav,otros
Chromeo_Tenderoni_STEM_02.wav,otros
Chromeo_Tenderoni_STEM_03.wav,otros
Chromeo_Tenderoni_STEM_04.wav,guitar
Chromeo_Tenderoni_STEM_05.wav,otros
Chumbawamba_Tubthumping_STEM_01.wav,otros
Chumbawamba_Tubthumping_STEM_02.wav,guitar
Chumbawamba_Tubthumping_STEM_03.wav,otros
Chumbawamba_Tubthumping_STEM_04.wav,otros
Chumbawamba_Tubthumping_STEM_05.wav,otros
Chumbawamba_Tubthumping_STEM_06.wav,otros
ClaraBerryAndWooldog_AirTraffic_STEM_01.wav,otros
ClaraBerryAndWooldog_AirTraffic_STEM_02.wav,otros
ClaraBerryAndWooldog_AirTraffic_STEM_03.wav,bass
ClaraBerryAndWooldog_AirTraffic_STEM_04.wav,guitar
ClaraBerryAndWooldog_AirTraffic_STEM_05.wav,guitar
ClaraBerryAndWooldog_AirTraffic_STEM_06.wav,piano
ClaraBerryAndWooldog_Boys_STEM_01.wav,otros
ClaraBerryAndWooldog_Boys_STEM_02.wav,otros
ClaraBerryAndWooldog_Boys_STEM_03.wav,otros
ClaraBerryAndWooldog_Boys_STEM_04.wav,otros
ClaraBerryAndWooldog_Boys_STEM_05.wav,piano
ClaraBerryAndWooldog_Boys_STEM_07.wav,otros
ClaraBerryAndWooldog_Boys_STEM_08.wav,otros
ClaraBerryAndWooldog_Boys_STEM_09.wav,piano
ClaraBerryAndWooldog_Stella_STEM_01.wav,otros
ClaraBerryAndWooldog_Stella_STEM_02.wav,otros
ClaraBerryAndWooldog_Stella_STEM_03.wav,otros
ClaraBerryAndWooldog_Stella_STEM_04.wav,bass
ClaraBerryAndWooldog_Stella_STEM_05.wav,piano
ClaraBerryAndWooldog_Stella_STEM_06.wav,otros
ClaraBerryAndWooldog_Stella_STEM_08.wav,otros
ClaraBerryAndWooldog_TheBadGuys_STEM_01.wav,piano
ClaraBerryAndWooldog_WaltzForMyVictims_STEM_01.wav,otros
ClaraBerryAndWooldog_WaltzForMyVictims_STEM_02.wav,bass
ClaraBerryAndWooldog_WaltzForMyVictims_STEM_03.wav,piano
ClaraBerryAndWooldog_WaltzForMyVictims_STEM_04.wav,otros
Coldplay_InMyPlace_STEM_01.wav,otros
Coldplay_InMyPlace_STEM_03.wav,otros
Coldplay_InMyPlace_STEM_04.wav,guitar
Coldplay_Shiver_STEM_01.wav,otros
Coldplay_Shiver_STEM_02.wav,bass
Coldplay_Shiver_STEM_03.wav,guitar
Coldplay_Shiver_STEM_04.wav,otros
ColdWarKids_HangMeUpToDry_STEM_01.wav,otros
ColdWarKids_HangMeUpToDry_STEM_02.wav,guitar
ColdWarKids_HangMeUpToDry_STEM_03.wav,bass
ColdWarKids_HangMeUpToDry_STEM_05.wav,otros
CorinneBaileyRae_PutYourRecordsOn_STEM_01.wav,otros
CorinneBaileyRae_PutYourRecordsOn_STEM_02.wav,guitar
CorinneBaileyRae_PutYourRecordsOn_STEM_03.wav,bass
CorinneBaileyRae_PutYourRecordsOn_STEM_05.wav,otros
CountingCrows_AccidentallyInLove_STEM_01.wav,otros
CountingCrows_AccidentallyInLove_STEM_02.wav,guitar
CountingCrows_AccidentallyInLove_STEM_03.wav,bass
CountingCrows_AccidentallyInLove_STEM_04.wav,otros
CountZero_Shake_STEM_01.wav,otros
CountZero_Shake_STEM_02.wav,guitar
CountZero_Shake_STEM_03.wav,bass
CountZero_Shake_STEM_04.wav,otros
CrazyFrog_JingleBells_STEM_01.wav,otros
CrazyFrog_JingleBells_STEM_02.wav,otros
CrazyFrog_JingleBells_STEM_03.wav,otros
CrazyFrog_JingleBells_STEM_04.wav,otros
CrazyFrog_JingleBells_STEM_05.wav,otros
CrazyFrog_JingleBells_STEM_06.wav,otros
CrazyFrog_JingleBells_STEM_07.wav,otros
CrazyFrog_JingleBells_STEM_08.wav,otros
CrazyFrog_JingleBells_STEM_09.wav,guitar
CrazyFrog_JingleBells_STEM_10.wav,otros
Creepoid_OldTree_STEM_01.wav,otros
Creepoid_OldTree_STEM_02.wav,bass
Creepoid_OldTree_STEM_03.wav,otros
Creepoid_OldTree_STEM_04.wav,otros
Creepoid_OldTree_STEM_05.wav,guitar
Creepoid_OldTree_STEM_06.wav,guitar
Creepoid_OldTree_STEM_10.wav,otros
CroqueMadame_Oil_STEM_01.wav,piano
CroqueMadame_Oil_STEM_02.wav,guitar
CroqueMadame_Oil_STEM_03.wav,bass
CroqueMadame_Oil_STEM_04.wav,otros
CroqueMadame_Pilot_STEM_01.wav,piano
CroqueMadame_Pilot_STEM_02.wav,guitar
CroqueMadame_Pilot_STEM_03.wav,bass
CroqueMadame_Pilot_STEM_04.wav,otros
DahkaBand_SoldierMan_STEM_01.wav,otros
DahkaBand_SoldierMan_STEM_02.wav,otros
DahkaBand_SoldierMan_STEM_04.wav,guitar
DahkaBand_SoldierMan_STEM_05.wav,bass
DeadMilkmen_PrisonersCinema_STEM_01.wav,guitar
DeadMilkmen_PrisonersCinema_STEM_02.wav,otros
DeadMilkmen_PrisonersCinema_STEM_03.wav,otros
DeadMilkmen_PrisonersCinema_STEM_04.wav,otros
DeadMilkmen_PrisonersCinema_STEM_05.wav,otros
DeadMilkmen_PrisonersCinema_STEM_06.wav,otros
DeadMilkmen_PrisonersCinema_STEM_07.wav,otros
DeadMilkmen_PrisonersCinema_STEM_08.wav,otros
DeadMilkmen_PrisonersCinema_STEM_09.wav,guitar
DeadMilkmen_PrisonersCinema_STEM_10.wav,guitar
DeadMilkmen_PrisonersCinema_STEM_11.wav,bass
DeadMilkmen_PrisonersCinema_STEM_13.wav,guitar
DeadMilkmen_PrisonersCinema_STEM_14.wav,otros
DeadMilkmen_PrisonersCinema_STEM_15.wav,otros
Debussy_LenfantProdigue_STEM_02.wav,piano
DeclareAString_MendelssohnPianoTrio1Movement1_STEM_01.wav,piano
DeclareAString_MendelssohnPianoTrio1Movement1_STEM_02.wav,otros
DeclareAString_MendelssohnPianoTrio1Movement1_STEM_03.wav,otros
DeclareAString_MendelssohnPianoTrio1Movement1_STEM_04.wav,otros
DeclareAString_MendelssohnPianoTrio1Movement2_STEM_01.wav,otros
DeclareAString_MendelssohnPianoTrio1Movement2_STEM_02.wav,otros
DeclareAString_MendelssohnPianoTrio1Movement2_STEM_03.wav,otros
DeclareAString_MendelssohnPianoTrio1Movement2_STEM_04.wav,piano
DreamersOfTheGhetto_HeavyLove_STEM_01.wav,bass
DreamersOfTheGhetto_HeavyLove_STEM_02.wav,otros
DreamersOfTheGhetto_HeavyLove_STEM_03.wav,otros
DreamersOfTheGhetto_HeavyLove_STEM_04.wav,otros
DreamersOfTheGhetto_HeavyLove_STEM_05.wav,otros
DreamersOfTheGhetto_HeavyLove_STEM_07.wav,otros
DreamersOfTheGhetto_HeavyLove_STEM_09.wav,otros
EthanHein_1930sSynthAndUprightBass_STEM_01.wav,otros
EthanHein_1930sSynthAndUprightBass_STEM_02.wav,otros
EthanHein_1930sSynthAndUprightBass_STEM_03.wav,otros
EthanHein_1930sSynthAndUprightBass_STEM_04.wav,bass
EthanHein_BluesForNofi_STEM_01.wav,otros
EthanHein_BluesForNofi_STEM_02.wav,bass
EthanHein_GirlOnABridge_STEM_01.wav,otros
EthanHein_GirlOnABridge_STEM_02.wav,piano
EthanHein_GirlOnABridge_STEM_03.wav,otros
EthanHein_GirlOnABridge_STEM_04.wav,otros
EthanHein_GirlOnABridge_STEM_05.wav,guitar
EthanHein_HarmonicaFigure_STEM_01.wav,otros
EthanHein_HarmonicaFigure_STEM_02.wav,otros
EthanHein_HarmonicaFigure_STEM_03.wav,otros
EthanHein_HarmonicaFigure_STEM_04.wav,otros
EthanHein_HarmonicaFigure_STEM_05.wav,otros
FacesOnFilm_WaitingForGa_STEM_01.wav,guitar
FacesOnFilm_WaitingForGa_STEM_02.wav,bass
FacesOnFilm_WaitingForGa_STEM_04.wav,otros
FacesOnFilm_WaitingForGa_STEM_05.wav,guitar
FacesOnFilm_WaitingForGa_STEM_06.wav,guitar
FacesOnFilm_WaitingForGa_STEM_07.wav,otros
FacesOnFilm_WaitingForGa_STEM_08.wav,otros
FacesOnFilm_WaitingForGa_STEM_09.wav,otros
FacesOnFilm_WaitingForGa_STEM_10.wav,otros
FacesOnFilm_WaitingForGa_STEM_11.wav,otros
FallingSparks_Improvisation1_STEM_01.wav,bass
FallingSparks_Improvisation1_STEM_02.wav,otros
FallingSparks_Improvisation1_STEM_03.wav,otros
FallingSparks_Improvisation1_STEM_04.wav,otros
FallingSparks_Improvisation2_STEM_01.wav,otros
FallingSparks_Improvisation2_STEM_02.wav,bass
FallingSparks_Improvisation2_STEM_03.wav,otros
FallingSparks_Improvisation2_STEM_04.wav,otros
FallingSparks_Improvisation3_STEM_01.wav,bass
FallingSparks_Improvisation3_STEM_02.wav,otros
FallingSparks_Improvisation3_STEM_03.wav,otros
FallingSparks_Improvisation3_STEM_04.wav,otros
FallingSparks_PakKlongTalad_STEM_01.wav,otros
FallingSparks_PakKlongTalad_STEM_02.wav,otros
FallingSparks_PakKlongTalad_STEM_03.wav,bass
FallingSparks_PakKlongTalad_STEM_04.wav,otros
FamilyBand_Again_STEM_01.wav,bass
FamilyBand_Again_STEM_02.wav,otros
FamilyBand_Again_STEM_03.wav,otros
FamilyBand_Again_STEM_04.wav,guitar
FamilyBand_Again_STEM_05.wav,guitar
FamilyBand_Again_STEM_06.wav,guitar
FamilyBand_Again_STEM_07.wav,guitar
FamilyBand_Again_STEM_08.wav,guitar
FamilyBand_Again_STEM_10.wav,otros
FamilyBand_Again_STEM_11.wav,otros
FennelCartwright_DearTessie_STEM_01.wav,otros
FennelCartwright_DearTessie_STEM_02.wav,otros
FennelCartwright_DearTessie_STEM_03.wav,otros
FennelCartwright_DearTessie_STEM_04.wav,otros
FennelCartwright_DearTessie_STEM_05.wav,otros
FennelCartwright_DearTessie_STEM_06.wav,bass
FennelCartwright_FlowerDrumSong_STEM_01.wav,otros
